subject_label,vocab_label,matched_label,matched_lang,is_mt,subject_id,subject_uri,vocab_identifier,fuzzy_score
metrology,lithology,petrology,en,False,180176,,https://w3id.org/eusoilvoc#Lithology,89
no tillage,no till,no till,en,False,180360,,https://w3id.org/eusoilvoc#NoTill,82
scoring function,soil functions,soil function,en,False,180361,,https://w3id.org/eusoilvoc#SoilFunctions,83
soil care,soil age,soil age,en,False,180365,,https://w3id.org/eusoilvoc#SoilAge,82
soil-water content,soil moisture,soil water content,en,False,180367,,https://w3id.org/eusoilvoc#SoilMoisture,94
carboxylate,carbonate,carbonate,en,False,180391,,https://w3id.org/eusoilvoc#Carbonate,80
bodenschätze,soil melting,Bodenschmelze,de,True,180421,,https://w3id.org/eusoilvoc#SoilMelting,80
production,food production,food production,en,False,180426,,https://w3id.org/eusoilvoc#FoodProduction,80
capacidade de uso do solo,soil bearing capacity,capacidade de suporte do solo,pt,True,180459,,https://w3id.org/eusoilvoc#SoilBearingCapacity,89
topographie,boundary topography,Grenztopographie,de,True,180477,,https://w3id.org/eusoilvoc#BoundaryTopography,81
pedologia,lithology,Petrologia,it,False,180501,,https://w3id.org/eusoilvoc#Lithology,84
árboles,trees,Árbol,es,False,180519,,https://w3id.org/eusoilvoc#Trees,83
flächennutzung,land use class,Flächennutzungsklasse,de,True,180594,,https://w3id.org/eusoilvoc#LandUseClass,80
landuse,land use,land use,en,False,180654,,https://w3id.org/eusoilvoc#LandUse,93
gebouwen,building,gebouw,nl,True,180680,,https://w3id.org/eusoilvoc#Building,86
bodemgebruik,land use forests,bosgebruik,nl,True,180693,,https://w3id.org/eusoilvoc#LandUseForests,82
uso del suolo,land use,Uso del suelo,es,False,180711,,https://w3id.org/eusoilvoc#LandUse,92
stradario,road,strada,it,True,181832,,https://w3id.org/eusoilvoc#Road,80
organic matter loss,soil organic matter class,soil organic matter class,en,False,181875,,https://w3id.org/eusoilvoc#SoilOrganicMatterClass,82
silt content,salt contents,salt content,en,False,180802,,https://w3id.org/eusoilvoc#SaltContents,92
bodenlösung,soil solution,Bodenlösung,de,False,180818,,https://w3id.org/eusoilvoc#SoilSolution,87
bäume,trees,Baum,de,False,180820,,https://w3id.org/eusoilvoc#Trees,80
soil organic carbon content,soil organic matter contents,soil organic matter content,en,False,185933,,https://w3id.org/eusoilvoc#SoilOrganicMatterContents,85
bodenaufbau,soil thawing,Bodenauftauen,de,True,180858,,https://w3id.org/eusoilvoc#SoilThawing,83
bodenentsiegelung,soil sealing,Bodenversiegelung,de,False,180860,,https://w3id.org/eusoilvoc#SoilSealing,88
cation-exchange-capacity,cation exchange capacity,cation exchange capacity,en,False,181938,,https://w3id.org/eusoilvoc#CationExchangeCapacity,92
soil-moisture,soil moisture,soil moisture,en,False,180972,,https://w3id.org/eusoilvoc#SoilMoisture,92
sisbon,season,saison,fr,True,181006,,https://w3id.org/eusoilvoc#Season,83
foreste-e-uso-del-suolo,land use forests,foreste e uso del suolo,it,True,181014,,https://w3id.org/eusoilvoc#LandUseForests,83
subsoil organic carbon,soil organic carbon,soil organic carbon,en,False,181029,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,93
evaporation,evapouration,evapouration,en,False,182034,,https://w3id.org/eusoilvoc#Evapouration,96
slope stability,soil slope stability,soil slope stability,en,False,182064,,https://w3id.org/eusoilvoc#SoilSlopeStability,86
bodenqualität,soil health,Bodenqualität,de,False,181107,,https://w3id.org/eusoilvoc#SoilHealth,89
processi-del-suolo,soil processes,processi del suolo,it,True,181323,,https://w3id.org/eusoilvoc#SoilProcesses,89
pentes,slope gradient,pente,fr,True,181337,,https://w3id.org/eusoilvoc#SlopeGradient,91
air-quality,air quality,air quality,en,False,186230,,https://w3id.org/eusoilvoc#AirQuality,91
soil exploration,soil location,soil location,en,False,187611,,https://w3id.org/eusoilvoc#SoilLocation,83
root plasticity,wet plasticity,wet plasticity,en,False,187612,,https://w3id.org/eusoilvoc#WetPlasticity,83
1111 soil science,soil subsidence,soil subsidence,en,False,187613,,https://w3id.org/eusoilvoc#SoilSubsidence,81
crop productivity,soil productivity,soil productivity,en,False,182639,,https://w3id.org/eusoilvoc#SoilProductivity,82
topsoil organic carbon,soil organic carbon,soil organic carbon,en,False,182729,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,93
land use systems,land use grasses,land use grasses,en,False,182835,,https://w3id.org/eusoilvoc#LandUseGrasses,81
"physiography, soil",physiography,physiography,en,False,182890,,https://w3id.org/eusoilvoc#Physiography,80
water,weather,weather,en,False,186583,,https://w3id.org/eusoilvoc#Weather,83
subsurface runoff,surface runoff,surface runoff,en,False,186588,,https://w3id.org/eusoilvoc#SurfaceRunoff,90
carta del suolo,land cover,Copertura del suolo,it,False,186600,,https://w3id.org/eusoilvoc#LandCover,82
environmental risk,environmental factors,environmental factors,en,False,187635,,https://w3id.org/eusoilvoc#EnvironmentalFactors,82
soil microhabitats,soil microfauna,soil microbiota,en,False,187654,,https://w3id.org/eusoilvoc#SoilMicrofauna,85
environmental data,environmental factors,environmental factor,en,False,187664,,https://w3id.org/eusoilvoc#EnvironmentalFactors,84
land productivity,soil productivity,soil productivity,en,False,187670,,https://w3id.org/eusoilvoc#SoilProductivity,82
soil nitrification,soil denitrification,soil denitrification,en,False,187705,,https://w3id.org/eusoilvoc#SoilDenitrification,95
soil disturbance,soil substance,soil substance,en,False,187721,,https://w3id.org/eusoilvoc#SoilSubstance,80
topsoil moisture,soil moisture,soil moisture,en,False,186636,,https://w3id.org/eusoilvoc#SoilMoisture,90
soil health indicator,soil indicators,soil indicator,en,False,186656,,https://w3id.org/eusoilvoc#SoilIndicators,80
biochemical properties,soil chemical properties,soil chemical properties,en,False,186693,,https://w3id.org/eusoilvoc#SoilChemicalProperties,87
induced resistance,index of resistance,indice de résistance,fr,True,186744,,https://w3id.org/eusoilvoc#IndexOfResistance,84
soil biological activity,soil microbial activity,soil microbial activity,en,False,187729,,https://w3id.org/eusoilvoc#SoilMicrobialActivity,81
soill,soil,soil,en,False,187734,,https://w3id.org/eusoilvoc#Soil,89
eu missions,emissions,emissions,en,False,187735,,https://w3id.org/eusoilvoc#Emissions,90
bodenschätzung,soil settlement,Bodensetzung,de,True,188210,,https://w3id.org/eusoilvoc#SoilSettlement,85
limnologia,lithology,Litologia,it,False,186776,,https://w3id.org/eusoilvoc#Lithology,84
sil biodiversity,soil biodiversity loss,soil biodiversity loss,en,False,186789,,https://w3id.org/eusoilvoc#SoilBiodiversityLoss,84
acidification,soil acidification,soil acidification,en,False,186791,,https://w3id.org/eusoilvoc#SoilAcidification,84
soil guide,soil fluid,soil fluid,en,False,186852,,https://w3id.org/eusoilvoc#SoilFluid,80
soil carbon models,soil carbon density,soil carbon density,en,False,186871,,https://w3id.org/eusoilvoc#SoilCarbonDensity,81
soc/clay ratio,clay ratio,clay ratio,en,False,186886,,https://w3id.org/eusoilvoc#ClayRatio,83
ion transport,soil transport,soil transport,en,False,187761,,https://w3id.org/eusoilvoc#SoilTransport,81
nitrogen (n),nitrogen,nitrogen,en,False,187767,,https://w3id.org/eusoilvoc#Nitrogen,80
biological properties,soil biological properties,soil biological properties,en,False,187798,,https://w3id.org/eusoilvoc#SoilBiologicalProperties,89
solar radiation,soil heat radiation,soil heat radiation,en,False,186932,,https://w3id.org/eusoilvoc#SoilHeatRadiation,82
bodennutzung,soil settlement,Bodensetzung,de,True,186977,,https://w3id.org/eusoilvoc#SoilSettlement,83
soil sampling,soil sealing,soil sealing,en,False,187027,,https://w3id.org/eusoilvoc#SoilSealing,88
optical property,soil properties,soil property,en,False,187090,,https://w3id.org/eusoilvoc#SoilProperties,83
climate effect,climate,climatic effects,en,False,187091,,https://w3id.org/eusoilvoc#Climate,87
atmosphäre,soil air,Bodenatmosphäre,de,False,187102,,https://w3id.org/eusoilvoc#SoilAir,80
251109 microbiología de suelos,soil microfauna,Microbiota del suelo,es,False,187932,,https://w3id.org/eusoilvoc#SoilMicrofauna,84
soil organic layer,soil organic matter,soil organic matter,en,False,187111,,https://w3id.org/eusoilvoc#SoilOrganicMatter,86
spatial structure,soil structure,soil structure,en,False,187116,,https://w3id.org/eusoilvoc#SoilStructure,84
asociaciones vegetales,vegetation,Formaciones vegetales,es,False,187127,,https://w3id.org/eusoilvoc#Vegetation,84
mitigación,irrigation,Irrigación,es,False,187149,,https://w3id.org/eusoilvoc#Irrigation,80
peat decomposition,peat decompostion,peat decompostion,en,False,187162,,https://w3id.org/eusoilvoc#PeatDecompostion,97
microbial properties,soil properties,soil properties,en,False,187223,,https://w3id.org/eusoilvoc#SoilProperties,80
model particles,soil particles,soil particles,en,False,187956,,https://w3id.org/eusoilvoc#SoilParticles,83
microresp,microbes,microbes,en,False,187959,,https://w3id.org/eusoilvoc#Microbes,82
mineral contamination,mineral concentration,mineral concentration,en,False,187998,,https://w3id.org/eusoilvoc#MineralConcentration,81
viscoelasticity,soil elasticity,soil elasticity,en,False,187337,,https://w3id.org/eusoilvoc#SoilElasticity,80
phosphorous,phosphorus,phosphorus,en,False,187347,,https://w3id.org/eusoilvoc#Phosphorus,95
transition,transpiration,transpiration,en,False,187372,,https://w3id.org/eusoilvoc#Transpiration,87
root aeration,root respiration,root respiration,en,False,188033,,https://w3id.org/eusoilvoc#RootRespiration,83
soil nutrient management,soil productivity,soil nutrient content,en,False,188088,,https://w3id.org/eusoilvoc#SoilProductivity,80
504 - ciencias del medio ambiente,environmental factors,Condiciones del medio ambiente,es,False,188091,,https://w3id.org/eusoilvoc#EnvironmentalFactors,81
soil column,soil volume,soil volume,en,False,188093,,https://w3id.org/eusoilvoc#SoilVolume,82
irrigation area,irrigation,irrigation,en,False,188100,,https://w3id.org/eusoilvoc#Irrigation,80
water,weather,weather,en,False,185423,,https://w3id.org/eusoilvoc#Weather,83
information,soil formation,soil formation,en,False,187399,,https://w3id.org/eusoilvoc#SoilFormation,80
landuse,land use,land use,en,False,187407,,https://w3id.org/eusoilvoc#LandUse,93
soil biological indicators,soil biological functions,soil biological functions,en,False,188141,,https://w3id.org/eusoilvoc#SoilBiologicalFunctions,82
labile organic carbon,soil organic carbon,soil organic carbon,en,False,188142,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,85
maximum water holding capacity,soil water holding capacity,soil water holding capacity,en,False,188147,,https://w3id.org/eusoilvoc#SoilWaterHoldingCapacity,84
plastic degradation,soil degradation,soil degradation,en,False,188155,,https://w3id.org/eusoilvoc#SoilDegradation,80
pedologija,lithology,Petrologia,it,False,185626,,https://w3id.org/eusoilvoc#Lithology,80
nutrient retention,soil nutrient retention,soil nutrient retention,en,False,187455,,https://w3id.org/eusoilvoc#SoilNutrientRetention,88
